"Refid","User","Level","Author(s)","Title ","Year","Domain","Domain_comment","","","Outcome","Outcome_comment","Biological measures","Did at least 1 group use CGM for glucose measurement?  ","Risk","Behaviors","Collection","Frequency of feedback","Communication","Theories ","Was the behavior change theory used to guide the study design? "
2578,"Kelli.Richardson,Michelle.Jospe",3,"Bosworth, H. B., Powers, B. J., Olsen, M. K., McCant, F., Grubber, J., Smith, V., Gentry, P. W., Rose, C., Van Houtven, C., Wang, V., Goldstein, M. K., Oddone, E. Z.","Home blood pressure management and improved blood pressure control: results from a randomized controlled trial",2011,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Alcohol use cessation/reduction,Diet,Smoking cessation/reduction,Stress management",Self-measurement,"More than once",Device,"Other : patient-centered medical home model","Yes, study design guided by theory"
2608,"Kelli.Richardson,Michelle.Jospe",3,"Boulware, L. E., Ephraim, P. L., Hill-Briggs, F., Roter, D. L., Bone, L. R., Wolff, J. L., Lewis-Boyer, L., Levine, D. M., Greer, R. C., Crews, D. C., Gudzune, K. A., Albert, M. C., Ramamurthi, H. C., Ameling, J. M., Davenport, C. A., Lee, H. J., Pendergast, J. F., Wang, N. Y., Carson, K. A., Sneed, V., Gayles, D. J., Flynn, S. J., Monroe, D., Hickman, D., Purnell, L., Simmons, M., Fisher, A., DePasquale, N., Charleston, J., Aboutamar, H. J., Cabacungan, A. N., Cooper, L. A.","Hypertension Self-management in Socially Disadvantaged African Americans: the Achieving Blood Pressure Control Together (ACT) Randomized Comparative Effectiveness Trial",2020,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Self-measurement,"More than once",Device/Real-time,"Social Cognitive Theory,Other : Precede-Proceed Planning Model","Yes, study design guided by theory"
2641,"Kelli.Richardson,Michelle.Jospe",3,"Bove, A. A., Homko, C. J., Santamore, W. P., Kashem, M., Kerper, M., Elliott, D. J.","Managing hypertension in urban underserved subjects using telemedicine--a clinical trial",2013,CVD,,,,"Blood pressure management",,"Blood pressure,ECG,Glucose,HbA1c,Heart rate,Lipids,Weight/BMI",,No,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction","Self-measurement,Other","Once,More than once","Device/One-way,Unclear","None explicitly stated",
2642,"Kelli.Richardson,Michelle.Jospe",3,"Bove, A. A., Santamore, W. P., Homko, C., Kashem, A., Cross, R., McConnell, T. R., Shirk, G., Menapace, F.","Reducing cardiovascular disease risk in medically underserved urban and rural communities",2011,CVD,,,,"CVD management",,"Blood pressure,Weight/BMI",,"Mixed use (some were,  some weren't)","None explicitly stated",Self-measurement,"More than once",Device/One-way/Real-time,"None explicitly stated",
2645,"Kelli.Richardson,Michelle.Jospe",3,"Bovet, P., Perret, F., Cornuz, J., Quilindo, J., Paccaud, F.","Improved smoking cessation in smokers given ultrasound photographs of their own atherosclerotic plaques",2002,"Substance use",,,,"Substance use cessation/reduction",,"Atherosclerotic plaque/artery calcification",,No,"Smoking cessation/reduction",Other,Once,Real-time,"Health Belief Model,Social Learning Theory,Transtheoretical Model","No, theory acknowledged in discussion"
2784,"Kelli.Richardson,Michelle.Jospe",3,"Brekke, H. K., Bertz, F., Rasmussen, K. M., Bosaeus, I., Ellegard, L., Winkvist, A.","Diet and exercise interventions among overweight and obese lactating women: randomized trial of effects on cardiovascular risk factors",2014,Pregnancy/Postpartum,,,,"CVD management",,"Heart rate,Weight/BMI",,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
2791,"Kelli.Richardson,Michelle.Jospe",3,"Brems, C., Dewane, S. L., Johnson, M. E., Eldridge, G. D.","Brief motivational interventions for HIV/STI risk reduction among individuals receiving alcohol detoxification",2009,"Substance use",,,,"Safe sex promotion ",,"Infectious disease test result",,No,"Risky sexual behavior cessation/reduction",Other,Once,Real-time,"Transtheoretical Model","Yes, study design guided by theory"
2802,"Kelli.Richardson,Michelle.Jospe",3,"Brennan, T., Spettell, C., Villagra, V., Ofili, E., McMahill-Walraven, C., Lowy, E. J., Daniels, P., Quarshie, A., Mayberry, R.","Disease management to promote blood pressure control among African Americans",2010,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Diet,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device,"Health Belief Model,Transtheoretical Model","Yes, study design guided by theory"
2844,"Kelli.Richardson,Michelle.Jospe",3,"Brindal, E., Hendrie, G. A., Freyne, J., Noakes, M.","A Mobile Phone App Designed to Support Weight Loss Maintenance and Well-Being (MotiMate): Randomized Controlled Trial",2019,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity,Stress management",Self-measurement,"More than once",Device/One-way,"Self-regulation theory,Other : ego depletion theory, resource depletion theory","Yes, study design guided by theory"
3001,"Kelli.Richardson,Michelle.Jospe",3,"Brunette, M. F., Ferron, J. C., Drake, R. E., Devitt, T. S., Geiger, P. T., McHugo, G. J., Jonikas, J. A., Cook, J. A.","Carbon monoxide feedback in a motivational decision support system for nicotine dependence among smokers with severe mental illnesses",2013,"Mental illness",,,,"Behavior change",,"Carbon monoxide",,No,"Medical visit/consultation,Smoking cessation/reduction",Self-measurement,Once,One-way,"Theory of Planned Behavior","No, theory acknowledged in discussion"
3074,"Kelli.Richardson,Michelle.Jospe",3,"Buffels, J., Degryse, J., Decramer, M., Heyrman, J.","Spirometry and smoking cessation advice in general practice: a randomised clinical trial",2006,"Substance use",,,,"Substance use cessation/reduction",,"Pulmonary function",,No,"Smoking cessation/reduction",Other,Once,Real-time,"Transtheoretical Model,Other : 5A model","Yes, study design guided by theory"
3090,"Kelli.Richardson,Michelle.Jospe",3,"Bujnowska-Fedak, M. M., Puchala, E., Steciwko, A.","The impact of telehome care on health status and quality of life among patients with diabetes in a primary care setting in Poland",2011,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity,Stress management",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
3232,"Kelli.Richardson,Michelle.Jospe",3,"Butryn, M. L., Martinelli, M. K., Crane, N. T., Godfrey, K., Roberts, S. R., Zhang, F., Forman, E. M.","Counselor Surveillance of Digital Self-Monitoring Data: A Pilot Randomized Controlled Trial",2020,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once","Device/Real-time,Device/One-way/Real-time","Impression Management Theory,Supportive Accountability Model,Theory of Cognitive Dissonance","No, theory acknowledged in discussion"
3369,"Kelli.Richardson,Michelle.Jospe",3,"Cameron, R., MacDonald, M. A., Schlegel, R. P., Young, C. I., Fisher, S. E., Killen, J. D., Rogers, T., Horlick, L., Shepel, L. F.","Toward the development of self-help health behaviour change programs: weight loss by correspondence",1990,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Other,"More than once",Real-time,"Other : Purdue Model of Health Promotion and Disease Prevention","No, theory acknowledged in discussion"
3526,"Kelli.Richardson,Michelle.Jospe",3,"Carnahan, J. E., Nugent, C. A.","The effects of self-monitoring by patients on the control of hypertension",1975,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Medical visit/consultation,Medication/treatment use or adherence",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
3557,"Kelli.Richardson,Michelle.Jospe",3,"Carrasco, M. P., Salvador, C. H., Sagredo, P. G., Marquez-Montes, J., Gonzalez de Mingo, M. A., Fragua, J. A., Rodriguez, M. C., Garcia-Olmos, L. M., Garcia-Lopez, F., Carrero, A. M., Monteagudo, J. L.","Impact of patient-general practitioner short-messages-based interaction on the control of hypertension in a follow-up service for low-to-medium risk hypertensive patients: a randomized controlled trial",2008,CVD,,,,"Blood pressure management",,"Blood pressure,Heart rate,Weight/BMI",,No,"None explicitly stated",Self-measurement,"More than once","Device,Device/One-way","None explicitly stated",
3686,"Kelli.Richardson,Michelle.Jospe",3,"Cavusoglu, Y., Zoghi, M., Eren, M., Bozcali, E., Kozdag, G., Senturk, T., Alicik, G., Soylu, K., Sari, I., Berilgen, R., Temizhan, A., Gencer, E., Orhan, A. L., Polat, V., Aydin Kaderli, A., Aktoz, M., Zengin, H., Aksoy, M., Selcuk, M. T., Ergene, O., Soran, O., Hit-Poin, T. Investigators","Post-discharge heart failure monitoring program in Turkey: Hit-PoinT",2017,CVD,,,,"CVD management",,"Blood pressure,Weight/BMI",,No,"Alcohol use cessation/reduction,Diet,Hydration,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device,"None explicitly stated",
3700,"Kelli.Richardson,Michelle.Jospe",3,"Celis-Morales, C., Livingstone, K. M., Marsaux, C. F., Macready, A. L., Fallaize, R., O'Donovan, C. B., Woolhead, C., Forster, H., Walsh, M. C., Navas-Carretero, S., San-Cristobal, R., Tsirigoti, L., Lambrinou, C. P., Mavrogianni, C., Moschonis, G., Kolossa, S., Hallmann, J., Godlewska, M., Surwillo, A., Traczyk, I., Drevon, C. A., Bouwman, J., van Ommen, B., Grimaldi, K., Parnell, L. D., Matthews, J. N., Manios, Y., Daniel, H., Martinez, J. A., Lovegrove, J. A., Gibney, E. R., Brennan, L., Saris, W. H., Gibney, M., Mathers, J. C., Food4Me, Study","Effect of personalized nutrition on health-related behaviour change: evidence from the Food4Me European randomized controlled trial",2017,"General health promotion",,,,"Behavior change",,"Genetics,Glucose,Lipids,Nutrient biomarkers,Weight/BMI",No,No,Diet,Self-measurement,Once,One-way,"None explicitly stated",
3705,"Kelli.Richardson,Michelle.Jospe",3,"Celum, C. L., Gill, K., Morton, J. F., Stein, G., Myers, L., Thomas, K. K., McConnell, M., van der Straten, A., Baeten, J. M., Duyver, M., Mendel, E., Naidoo, K., Dallimore, J., Wiesner, L., Bekker, L. G.","Incentives conditioned on tenofovir levels to support PrEP adherence among young South African women: a randomized trial",2020,"Infectious disease",,,,Other,"HIV reduction","Other : intracellular tenofovir diphosphate (TFV-DP) (estimate of meds)",,No,"Medication/treatment use or adherence",Other,"More than once",Real-time,"None explicitly stated",
3812,"Kelli.Richardson,Michelle.Jospe",3,"Chandler, J., Sox, L., Kellam, K., Feder, L., Nemeth, L., Treiber, F.","Impact of a Culturally Tailored mHealth Medication Regimen Self-Management Program upon Blood Pressure among Hypertensive Hispanic Adults",2019,CVD,,,,"Blood pressure management",,"Blood pressure,Heart rate",,No,"Medication/treatment use or adherence",Self-measurement,"More than once",Device/One-way,"Self-determination theory","Yes, study design guided by theory"
3816,"Kelli.Richardson,Michelle.Jospe",3,"Chandraratne, N., Yamaguchi, M., Indrawansa, S., Gunawardena, N., Kuwahara, K., Islam, Z., Kawasaki, Y., Mizoue, T., Samarasinghe, D.","The effect of youths as change agents on cardiovascular disease risk factors among adult neighbours: a cluster randomised controlled trial in Sri Lanka",2019,CVD,,,,Other,"weight management and blood pressure management","Blood pressure,Weight/BMI",,No,"Alcohol use cessation/reduction,Diet,Physical activity,Smoking cessation/reduction,Other : reducing sedentary time",Other,"More than once",Real-time,"None explicitly stated",
3850,"Kelli.Richardson,Michelle.Jospe",3,"Chao, A. M., Srinivas, S. K., Studt, S. K., Diewald, L. K., Sarwer, D. B., Allison, K. C.","A Pilot Randomized Controlled Trial of a Technology-Based Approach for Preventing Excess Weight Gain during Pregnancy among Women with Overweight",2017,Pregnancy/Postpartum,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"Other : Theoretical Domains Framework","No, theory acknowledged in discussion"
3858,"Kelli.Richardson,Michelle.Jospe",3,"Chao, J., Yang, L., Xu, H., Yu, Q., Jiang, L., Zong, M.","The effect of integrated health management model on the health of older adults with diabetes in a randomized controlled trial",2015,Diabetes,,,"Type 2 diabetes","Weight management ",,"Blood pressure,Glucose",No,No,"None explicitly stated",Self-measurement,"More than once",Unclear,"None explicitly stated",
3862,"Kelli.Richardson,Michelle.Jospe",3,"Chapin, R. B., Williams, D. C., Adair, R. F.","Diabetes control improved when inner-city patients received graphic feedback about glycosylated hemoglobin levels",2003,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Glucose,HbA1c",No,No,"Diet,Medical visit/consultation,Medication/treatment use or adherence,Physical activity",Other,"More than once",One-way,"None explicitly stated",
3885,"Kelli.Richardson,Michelle.Jospe",3,"Charlson, M. E., Peterson, J. C., Boutin-Foster, C., Briggs, W. M., Ogedegbe, G. G., McCulloch, C. E., Hollenberg, J., Wong, C., Allegrante, J. P.","Changing health behaviors to improve health outcomes after angioplasty: a randomized trial of net present value versus future value risk communication",2008,CVD,,,,"CVD management",,"Blood pressure,Lipids,Weight/BMI",,Yes,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"Economic Theory,Social Learning Theory,Transtheoretical Model","Yes, study design guided by theory"
3910,"Kelli.Richardson,Michelle.Jospe",3,"Chau, J. P., Lee, D. T., Yu, D. S., Chow, A. Y., Yu, W. C., Chair, S. Y., Lai, A. S., Chick, Y. L.","A feasibility study to investigate the acceptability and potential effectiveness of a telecare service for older people with chronic obstructive pulmonary disease",2012,"Respiratory disease",,,,"Respiratory disease management",,"Heart rate,Pulmonary function",,No,"Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
4034,"Kelli.Richardson,Michelle.Jospe",3,"Chesney, M. A., Black, G. W., Swan, G. E., Ward, M. M.","Relaxation training for essential hypertension at the worksite: I. The untreated mild hypertensive",1987,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Other,"More than once",Real-time,"None explicitly stated",
4118,"Kelli.Richardson,Michelle.Jospe",3,"Chmiel, C., Senn, O., Rosemann, T., Del Prete, V., Steurer-Stey, C.","CoCo trial: Color-coded blood pressure Control, a randomized controlled study",2014,CVD,,,,"Blood pressure management",,"Blood pressure,Heart rate",,No,"None explicitly stated",Self-measurement,"More than once","Device,Device/One-way","Self-Efficacy Theory","No, theory acknowledged in discussion"
4120,"Kelli.Richardson,Michelle.Jospe",3,"Cho, J. H., Chang, S. A., Kwon, H. S., Choi, Y. H., Ko, S. H., Moon, S. D., Yoo, S. J., Song, K. H., Son, H. S., Kim, H. S., Lee, W. C., Cha, B. Y., Son, H. Y., Yoon, K. H.","Long-term effect of the Internet-based glucose monitoring system on HbA1c reduction and glucose stability: a 30-month follow-up study for diabetes management with a ubiquitous medical care system",2006,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Blood pressure,Glucose,Weight/BMI",No,No,"Diet,Physical activity",Self-measurement,"More than once","Device/One-way,Device/Real-time","None explicitly stated",
4121,"Kelli.Richardson,Michelle.Jospe",3,"Cho, J. H., Kwon, H. S., Kim, H. S., Oh, J. A., Yoon, K. H.","Effects on diabetes management of a health-care provider mediated, remote coaching system via a PDA-type glucometer and the Internet",2011,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Other,"More than once",Real-time,"None explicitly stated",
4122,"Kelli.Richardson,Michelle.Jospe",3,"Cho, J. H., Lee, H. C., Lim, D. J., Kwon, H. S., Yoon, K. H.","Mobile communication using a mobile phone with a glucometer for glucose control in Type 2 patients with diabetes: as effective as an Internet-based glucose monitoring system",2009,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way/Real-time,"None explicitly stated",
